"","inv_cogn1","inv_cogn2","inv_cognNews","inv_beh1","inv_beh_p1","inv_beh_p2","inv_beh_p3","inv_beh_p4","inv_beh_p5","inv_beh2","discourse1","discourse2","attitude","mean_involvement"
"1",3,2,3,1,0,0,0,0,0,1,3,1,2,2.66666666666667
"2",3,3,3,1,0,0,0,0,0,0,2,0,4,3
"3",3,3,3,1,0,1,0,0,0,2,3,1,7,3
"4",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"5",2,2,3,1,-9,-9,-9,-9,-9,NA,2,NA,6,2.33333333333333
"6",2,1,3,0,0,0,0,0,0,0,2,0,NA,2
"7",NA,2,NA,NA,-9,-9,-9,-9,-9,NA,2,NA,NA,NA
"8",3,2,3,1,0,0,0,0,0,0,3,0,NA,2.66666666666667
"9",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"10",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"11",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"12",3,3,3,1,0,0,0,0,0,0,3,0,9,3
"13",3,2,3,1,0,0,0,0,0,0,2,0,6,2.66666666666667
"14",3,3,3,1,0,0,0,0,0,0,3,0,NA,3
"15",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"16",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"17",3,3,3,NA,0,1,0,0,0,2,3,1,4,3
"18",3,3,3,NA,0,0,0,0,0,0,3,0,8,3
"19",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"20",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"21",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"22",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"23",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"24",3,2,3,1,0,0,0,0,0,0,3,0,10,2.66666666666667
"25",3,3,3,NA,0,0,0,0,1,2,3,1,5,3
"26",2,2,3,1,0,1,0,0,0,1,1,0,6,2.33333333333333
"27",2,1,3,1,0,0,0,0,0,0,3,0,5,2
"28",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"29",3,2,3,0,0,1,0,0,0,1,3,0,8,2.66666666666667
"30",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"31",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"32",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"33",2,2,3,1,0,0,1,0,0,2,2,1,7,2.33333333333333
"34",3,3,3,1,0,0,0,0,0,1,3,1,7,3
"35",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"36",2,2,3,1,0,0,0,0,0,0,2,0,1,2.33333333333333
"37",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2,2,3,1,0,1,0,0,0,2,2,1,7,2.33333333333333
"40",3,2,3,1,0,0,0,0,0,0,1,0,2,2.66666666666667
"41",2,2,3,1,0,0,0,0,0,0,2,0,0,2.33333333333333
"42",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"43",2,2,3,1,0,0,0,0,0,0,3,0,2,2.33333333333333
"44",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"45",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"46",2,2,3,0,0,0,0,0,0,0,2,0,NA,2.33333333333333
"47",NA,NA,NA,1,0,0,0,0,0,0,NA,0,5,NA
"48",3,3,3,1,0,0,0,0,0,1,3,1,8,3
"49",2,2,3,1,0,0,0,0,0,0,3,0,2,2.33333333333333
"50",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"51",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"52",2,2,3,NA,0,0,0,0,1,1,3,0,5,2.33333333333333
"53",3,1,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"54",2,2,3,1,0,0,0,0,0,0,1,0,7,2.33333333333333
"55",2,2,3,NA,0,0,0,0,1,1,2,0,3,2.33333333333333
"56",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"57",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"58",3,2,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"59",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"60",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"61",3,3,3,1,0,0,0,0,0,0,2,0,7,3
"62",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"63",3,3,3,1,1,0,0,0,0,0,3,0,2,3
"64",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"65",3,2,3,1,0,0,0,0,0,0,2,0,4,2.66666666666667
"66",3,2,3,1,0,0,0,0,0,0,3,0,3,2.66666666666667
"67",3,3,3,1,0,0,0,0,0,0,2,0,7,3
"68",3,2,3,1,0,0,0,0,0,0,3,0,NA,2.66666666666667
"69",2,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1.66666666666667
"70",1,1,1,1,0,0,0,0,0,0,2,0,NA,1
"71",3,2,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"72",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"73",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"74",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"75",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"76",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"77",3,1,3,1,0,0,0,0,0,0,3,0,9,2.33333333333333
"78",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"79",NA,NA,NA,1,0,0,0,0,0,0,NA,0,6,NA
"80",2,1,3,1,0,0,0,0,0,0,2,0,8,2
"81",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"82",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"83",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"84",2,2,3,0,0,0,0,0,0,0,3,0,5,2.33333333333333
"85",1,1,3,1,0,0,0,0,0,0,1,0,7,1.66666666666667
"86",2,2,3,0,-9,-9,-9,-9,-9,NA,2,NA,NA,2.33333333333333
"87",3,3,3,1,0,0,0,0,0,0,3,0,NA,3
"88",2,3,3,0,0,0,0,0,0,0,3,0,5,2.66666666666667
"89",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"90",2,1,3,0,0,0,0,0,0,0,2,0,5,2
"91",3,3,3,1,0,0,0,0,0,1,1,1,5,3
"92",2,2,3,1,0,0,0,0,0,0,1,0,NA,2.33333333333333
"93",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"94",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"95",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"96",2,1,3,0,0,0,0,0,0,0,1,0,NA,2
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2,1,3,1,0,0,0,0,0,0,2,0,3,2
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"101",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"102",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"103",2,1,3,0,0,0,0,0,0,0,2,0,NA,2
"104",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"105",NA,2,3,NA,0,0,0,0,0,0,2,0,7,NA
"106",3,2,3,1,0,0,0,0,0,1,3,1,3,2.66666666666667
"107",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"108",3,2,3,0,0,0,0,0,0,0,2,0,4,2.66666666666667
"109",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"110",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"111",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"112",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"113",3,3,3,1,0,0,0,0,0,0,3,0,NA,3
"114",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"115",3,2,3,1,0,0,0,0,0,0,3,0,2,2.66666666666667
"116",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"117",2,1,3,0,0,0,0,0,0,0,1,0,NA,2
"118",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"119",3,3,3,1,0,0,0,0,1,1,3,0,5,3
"120",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"121",NA,2,NA,NA,-9,-9,-9,-9,-9,NA,2,NA,NA,NA
"122",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"123",3,3,3,1,1,1,1,0,0,3,3,1,4,3
"124",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"125",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"126",3,3,3,1,1,0,0,0,0,0,3,0,4,3
"127",2,1,3,0,0,0,0,0,0,0,1,0,NA,2
"128",3,2,3,1,0,0,0,0,0,0,3,0,10,2.66666666666667
"129",2,2,3,1,0,0,0,0,0,0,2,0,0,2.33333333333333
"130",2,2,3,0,0,0,0,0,0,0,2,0,5,2.33333333333333
"131",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"132",3,2,3,1,0,0,0,0,0,0,2,0,6,2.66666666666667
"133",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"134",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"135",3,2,3,1,0,0,0,0,0,0,3,0,0,2.66666666666667
"136",3,3,3,1,0,0,0,0,0,0,3,0,NA,3
"137",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"138",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"139",2,2,3,1,0,0,0,0,0,1,3,1,7,2.33333333333333
"140",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"141",3,2,3,1,0,0,0,0,0,0,2,0,NA,2.66666666666667
"142",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"143",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2,2,3,1,0,0,0,0,0,0,2,0,0,2.33333333333333
"146",3,3,3,1,0,0,0,0,0,0,2,0,5,3
"147",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"148",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"149",2,3,3,1,0,0,0,0,0,1,3,1,6,2.66666666666667
"150",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"151",2,1,3,1,0,0,0,0,0,0,2,0,5,2
"152",3,3,3,1,0,0,0,0,0,0,2,0,2,3
"153",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"154",3,3,3,1,0,0,0,0,0,0,3,0,0,3
"155",1,1,1,1,0,0,0,0,0,0,1,0,NA,1
"156",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"157",2,1,3,1,0,0,0,0,0,0,2,0,7,2
"158",3,2,3,1,0,0,0,0,0,0,3,0,10,2.66666666666667
"159",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2,2,3,1,0,0,0,0,0,0,2,0,1,2.33333333333333
"162",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"163",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"164",2,2,3,0,0,0,0,0,0,0,2,0,6,2.33333333333333
"165",2,1,3,NA,0,0,0,0,0,0,2,0,5,2
"166",NA,NA,NA,1,0,0,0,0,0,0,NA,0,NA,NA
"167",2,2,3,NA,0,0,0,0,0,0,1,0,NA,2.33333333333333
"168",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"169",3,3,3,1,0,0,0,0,0,0,2,0,7,3
"170",3,3,3,1,0,0,0,0,0,0,2,0,8,3
"171",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"172",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"173",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"174",1,1,3,1,0,0,0,0,0,0,1,0,NA,1.66666666666667
"175",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"176",3,3,3,1,0,0,0,1,0,1,3,0,9,3
"177",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"178",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"179",2,3,3,1,0,0,0,1,0,2,2,1,10,2.66666666666667
"180",2,1,3,1,0,0,0,0,0,0,2,0,3,2
"181",2,2,3,0,0,0,0,0,0,0,2,0,NA,2.33333333333333
"182",2,1,3,1,0,0,0,0,0,0,1,0,NA,2
"183",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"184",2,1,3,1,0,0,0,0,0,0,1,0,5,2
"185",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2.33333333333333
"186",2,3,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"187",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"188",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"189",3,3,3,1,0,0,0,0,0,0,3,0,1,3
"190",2,1,3,1,0,0,0,0,0,0,1,0,5,2
"191",2,1,1,1,0,0,0,0,0,0,1,0,5,1.33333333333333
"192",2,1,3,0,-9,-9,-9,-9,-9,NA,1,NA,NA,2
"193",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"194",3,3,3,1,0,0,0,0,0,1,3,1,7,3
"195",3,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.66666666666667
"196",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"197",2,2,3,1,0,0,0,0,0,0,3,0,1,2.33333333333333
"198",3,2,3,1,0,0,0,0,1,2,2,1,1,2.66666666666667
"199",2,2,3,1,0,0,0,0,0,0,1,0,5,2.33333333333333
"200",2,2,1,1,0,0,0,0,0,0,2,0,7,1.66666666666667
"201",2,1,3,1,0,0,0,0,0,0,1,0,NA,2
"202",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"203",2,2,3,0,0,0,0,0,0,0,2,0,NA,2.33333333333333
"204",2,1,3,1,0,0,0,0,0,0,2,0,3,2
"205",3,2,3,1,0,0,0,0,0,0,2,0,8,2.66666666666667
"206",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"207",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"208",2,1,3,1,0,0,0,0,0,0,2,0,7,2
"209",2,1,3,0,0,0,0,0,0,0,2,0,4,2
"210",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"211",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"212",3,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2.66666666666667
"213",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"214",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"215",3,3,3,1,0,0,0,0,1,2,3,1,2,3
"216",3,2,3,1,0,0,0,0,0,1,3,1,7,2.66666666666667
"217",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"218",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"219",3,3,3,1,-9,-9,-9,-9,-9,NA,3,NA,0,3
"220",3,2,3,1,0,0,0,0,0,0,2,0,4,2.66666666666667
"221",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"222",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"223",2,2,3,1,0,0,0,0,0,1,2,1,4,2.33333333333333
"224",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"225",2,2,3,1,0,0,0,0,0,1,3,1,5,2.33333333333333
"226",2,2,3,1,0,0,0,0,0,1,2,1,1,2.33333333333333
"227",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"228",NA,2,3,0,0,0,0,0,0,0,2,0,NA,NA
"229",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"230",1,1,3,NA,0,0,0,0,0,0,1,0,5,1.66666666666667
"231",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"232",2,2,3,NA,0,0,0,0,0,0,3,0,2,2.33333333333333
"233",2,2,3,1,-9,-9,-9,-9,-9,NA,1,NA,NA,2.33333333333333
"234",1,1,1,1,0,0,0,0,0,0,1,0,4,1
"235",2,2,3,1,0,0,1,0,0,1,2,0,4,2.33333333333333
"236",2,1,3,1,0,0,0,0,0,0,1,0,6,2
"237",3,3,3,1,0,0,0,0,0,0,2,0,7,3
"238",3,3,3,1,0,0,0,0,0,1,3,1,4,3
"239",1,2,1,0,0,0,0,0,0,0,2,0,NA,1.33333333333333
"240",2,1,3,0,0,0,0,0,0,0,2,0,10,2
"241",2,2,3,1,0,0,0,1,1,2,2,0,NA,2.33333333333333
"242",2,2,3,1,0,0,0,0,0,0,3,0,3,2.33333333333333
"243",3,3,3,1,0,0,0,0,0,0,2,0,3,3
"244",2,2,3,0,-9,-9,-9,-9,-9,NA,3,NA,5,2.33333333333333
"245",2,1,3,NA,0,0,0,0,0,0,1,0,0,2
"246",3,2,3,1,0,0,1,0,1,2,3,0,2,2.66666666666667
"247",2,2,3,0,0,0,0,0,0,0,2,0,5,2.33333333333333
"248",2,2,3,1,0,0,0,0,0,0,2,0,10,2.33333333333333
"249",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"250",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"251",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"252",3,2,3,1,0,0,0,0,0,1,3,1,3,2.66666666666667
"253",2,2,3,1,0,0,0,0,0,0,3,0,3,2.33333333333333
"254",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"255",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"256",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"257",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"258",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"259",2,1,3,NA,0,0,0,0,0,1,1,1,6,2
"260",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"261",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"262",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"263",3,2,3,1,0,0,0,0,0,0,2,0,4,2.66666666666667
"264",2,2,3,1,-9,-9,-9,-9,-9,NA,2,NA,NA,2.33333333333333
"265",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"266",3,2,3,1,0,0,0,0,0,0,2,0,6,2.66666666666667
"267",2,2,3,1,0,1,0,0,0,1,2,0,5,2.33333333333333
"268",2,2,3,0,0,0,0,0,0,0,2,0,NA,2.33333333333333
"269",2,1,3,1,0,0,0,0,0,0,1,0,7,2
"270",3,2,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"271",2,3,3,0,0,0,0,0,0,0,3,0,4,2.66666666666667
"272",3,3,3,1,0,0,0,0,0,0,2,0,4,3
"273",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"274",2,3,3,NA,0,0,0,0,0,0,3,0,3,2.66666666666667
"275",3,2,3,1,0,0,0,1,0,2,3,1,5,2.66666666666667
"276",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"277",3,2,3,1,0,0,0,0,0,0,2,0,4,2.66666666666667
"278",1,1,3,1,0,0,0,0,0,0,1,0,5,1.66666666666667
"279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"281",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"282",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"283",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"284",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"285",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"286",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"287",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"288",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"289",3,3,3,1,0,0,1,0,0,2,3,1,7,3
"290",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"291",3,1,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"292",2,2,3,0,0,0,0,0,0,1,3,1,5,2.33333333333333
"293",2,2,3,0,0,0,0,0,0,0,2,0,5,2.33333333333333
"294",3,2,3,1,0,0,0,0,0,0,3,0,3,2.66666666666667
"295",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"296",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"297",3,1,3,1,0,0,0,0,0,0,1,0,7,2.33333333333333
"298",3,3,3,1,1,0,0,0,0,0,2,0,4,3
"299",3,2,3,1,0,0,0,0,0,0,2,0,2,2.66666666666667
"300",2,2,3,NA,0,0,0,0,0,0,2,0,4,2.33333333333333
"301",3,3,3,1,0,1,0,0,1,2,2,0,3,3
"302",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"303",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"304",3,3,3,1,0,0,0,0,0,1,3,1,5,3
"305",3,2,3,1,0,0,0,0,0,0,2,0,2,2.66666666666667
"306",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"307",2,2,3,1,0,0,0,1,0,2,2,1,2,2.33333333333333
"308",2,2,3,NA,0,0,0,0,0,0,3,0,7,2.33333333333333
"309",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"310",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"311",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"312",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"313",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"314",3,2,3,0,0,0,0,0,0,0,2,0,5,2.66666666666667
"315",3,3,3,1,0,1,1,0,0,2,3,0,8,3
"316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2,1,3,0,0,0,0,0,0,0,3,0,NA,2
"318",3,3,3,1,0,0,0,0,0,1,3,1,6,3
"319",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"320",2,2,3,0,0,0,0,0,0,0,3,0,0,2.33333333333333
"321",3,3,3,1,0,0,0,0,0,1,3,1,5,3
"322",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"323",3,3,3,1,0,0,0,0,0,0,2,0,10,3
"324",2,2,3,1,0,1,0,1,0,2,2,0,5,2.33333333333333
"325",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"326",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"327",2,2,3,1,0,0,0,0,0,0,2,0,2,2.33333333333333
"328",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"329",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"330",2,3,3,NA,0,0,0,0,0,1,3,1,3,2.66666666666667
"331",3,3,3,1,0,0,0,0,0,0,2,0,5,3
"332",1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"333",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"334",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"335",2,1,3,1,0,0,0,0,0,0,2,0,5,2
"336",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"337",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"338",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"339",1,1,1,0,-9,-9,-9,-9,-9,NA,1,NA,NA,1
"340",NA,NA,NA,1,0,0,0,0,0,0,NA,0,2,NA
"341",3,3,3,1,0,0,0,0,0,0,2,0,1,3
"342",3,2,3,1,0,0,0,0,0,1,3,1,4,2.66666666666667
"343",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2.33333333333333
"344",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"345",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"346",3,3,3,1,0,0,0,1,0,2,3,1,2,3
"347",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"348",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"349",3,3,3,1,0,0,0,0,1,1,3,0,8,3
"350",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"351",2,2,3,1,0,0,0,0,0,0,3,0,9,2.33333333333333
"352",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"353",3,3,3,1,0,0,0,0,0,0,2,0,5,3
"354",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"355",3,3,3,1,1,0,1,0,0,1,3,0,7,3
"356",2,1,3,1,0,0,0,0,0,0,1,0,7,2
"357",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"358",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"359",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"360",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"363",3,3,3,1,0,1,1,0,0,2,3,0,4,3
"364",2,2,3,0,0,0,0,0,0,0,3,0,NA,2.33333333333333
"365",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"366",2,1,3,1,0,0,0,0,0,0,1,0,NA,2
"367",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"368",3,3,3,1,0,0,0,0,0,1,3,1,3,3
"369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",1,1,1,1,0,0,0,0,0,0,1,0,7,1
"371",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"372",3,3,3,1,0,0,0,0,1,1,3,0,3,3
"373",3,2,3,0,0,0,0,0,0,0,2,0,5,2.66666666666667
"374",NA,NA,NA,1,0,0,0,0,0,0,NA,0,9,NA
"375",3,3,3,1,0,0,0,0,0,0,2,0,10,3
"376",1,1,1,0,0,0,0,0,0,0,1,0,5,1
"377",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"378",2,3,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2,2,3,0,0,0,0,0,0,0,2,0,5,2.33333333333333
"381",2,1,3,0,0,0,0,0,0,0,1,0,NA,2
"382",3,2,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"383",2,2,3,NA,0,0,0,0,0,0,2,0,5,2.33333333333333
"384",2,2,3,0,0,0,0,0,0,0,2,0,5,2.33333333333333
"385",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"386",3,3,3,1,0,0,0,0,0,0,2,0,6,3
"387",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"388",2,1,3,1,0,0,0,0,0,0,3,0,5,2
