"","inv_cogn1","inv_cogn2","inv_cognNews","inv_beh1","inv_beh_p1","inv_beh_p2","inv_beh_p3","inv_beh_p4","inv_beh_p5","inv_beh2","discourse1","discourse2","attitude","mean_involvement"
"1369",2,2,3,1,0,0,0,0,0,1,3,1,8,2.33333333333333
"1370",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"1371",3,1,3,1,1,0,1,0,0,1,3,0,7,2.33333333333333
"1372",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"1373",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"1374",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"1375",2,2,3,1,0,0,0,0,0,1,2,1,8,2.33333333333333
"1376",3,3,3,1,0,0,0,0,0,0,3,0,1,3
"1377",3,3,3,1,0,0,0,0,0,0,2,0,6,3
"1378",3,2,3,1,0,0,0,0,0,0,3,0,NA,2.66666666666667
"1379",3,3,3,1,0,1,0,1,0,2,3,0,6,3
"1380",3,3,3,1,0,0,0,1,1,3,3,1,2,3
"1381",3,3,3,1,0,0,0,0,0,1,3,1,7,3
"1382",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"1383",2,1,1,1,0,0,0,0,0,0,1,0,2,1.33333333333333
"1384",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"1385",2,2,3,1,0,0,0,0,0,0,1,0,5,2.33333333333333
"1386",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"1387",2,1,3,1,0,0,0,0,0,0,1,0,NA,2
"1388",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1389",3,3,3,1,0,0,0,1,0,2,3,1,1,3
"1390",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"1391",3,3,3,1,1,0,1,0,1,2,2,0,5,3
"1392",3,3,3,1,0,0,0,0,1,1,3,0,1,3
"1393",3,3,3,1,0,0,0,0,1,2,3,1,0,3
"1394",3,3,3,1,0,0,0,0,0,1,3,1,5,3
"1395",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"1396",2,2,1,0,0,0,0,0,0,0,3,0,5,1.66666666666667
"1397",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"1398",NA,NA,NA,1,0,0,0,0,0,0,NA,0,4,NA
"1399",2,1,3,0,0,0,0,0,0,0,1,0,NA,2
"1400",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"1401",NA,NA,NA,1,0,0,0,0,0,0,NA,0,10,NA
"1402",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"1403",2,1,3,NA,0,0,0,0,0,0,2,0,NA,2
"1404",2,2,3,1,0,0,0,0,0,0,1,0,7,2.33333333333333
"1405",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"1406",2,1,3,1,0,0,0,0,0,0,1,0,0,2
"1407",3,3,3,1,0,0,0,0,0,1,3,1,3,3
"1408",2,2,3,1,0,0,0,0,0,1,3,1,4,2.33333333333333
"1409",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"1410",2,1,3,NA,0,0,0,0,0,0,1,0,NA,2
"1411",2,2,1,1,-9,-9,-9,-9,-9,NA,2,NA,NA,1.66666666666667
"1412",3,3,3,1,1,0,1,0,0,1,3,0,1,3
"1413",2,2,3,1,0,0,0,0,0,0,3,0,3,2.33333333333333
"1414",NA,1,NA,0,-9,-9,-9,-9,-9,NA,1,NA,NA,NA
"1415",3,2,3,1,0,0,0,0,0,1,1,1,4,2.66666666666667
"1416",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"1417",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"1418",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1419",2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.33333333333333
"1420",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"1421",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"1422",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"1423",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"1424",3,2,3,NA,0,0,0,0,0,0,3,0,2,2.66666666666667
"1425",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"1426",2,2,3,1,0,0,0,0,0,0,1,0,9,2.33333333333333
"1427",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"1428",3,3,3,1,0,0,1,0,0,1,3,0,8,3
"1429",1,1,1,1,0,0,0,0,0,0,1,0,10,1
"1430",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"1431",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",3,2,3,1,0,0,0,0,0,0,2,0,3,2.66666666666667
"1434",2,2,3,NA,0,0,0,0,0,0,2,0,NA,2.33333333333333
"1435",3,2,1,1,0,0,0,0,0,0,3,0,5,2
"1436",2,2,3,1,0,0,0,0,0,0,2,0,9,2.33333333333333
"1437",2,3,3,NA,0,0,0,0,0,1,3,1,10,2.66666666666667
"1438",2,1,1,1,0,0,0,0,0,0,1,0,2,1.33333333333333
"1439",2,2,3,NA,0,0,0,0,0,0,3,0,6,2.33333333333333
"1440",2,1,3,NA,-9,-9,-9,-9,-9,NA,2,NA,NA,2
"1441",2,2,3,1,0,0,0,0,0,0,2,0,2,2.33333333333333
"1442",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1443",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1444",3,3,3,1,1,0,0,0,0,0,2,0,2,3
"1445",3,2,3,1,0,0,0,0,0,0,2,0,8,2.66666666666667
"1446",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1447",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"1448",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"1449",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"1450",2,2,3,1,0,1,0,0,0,1,2,0,4,2.33333333333333
"1451",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"1452",3,2,3,1,0,1,0,0,0,2,3,1,2,2.66666666666667
"1453",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"1454",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"1455",2,2,3,1,0,0,0,0,0,1,2,1,7,2.33333333333333
"1456",3,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.66666666666667
"1457",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"1458",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"1459",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"1460",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"1461",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"1462",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"1463",2,1,3,1,0,0,0,0,0,0,2,0,8,2
"1464",3,2,3,NA,0,0,0,0,0,0,2,0,3,2.66666666666667
"1465",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"1466",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"1469",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"1470",2,2,3,0,0,0,0,0,0,0,2,0,4,2.33333333333333
"1471",3,2,3,1,0,0,0,0,0,0,3,0,10,2.66666666666667
"1472",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"1473",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"1474",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"1475",2,2,3,1,0,0,0,0,0,0,2,0,2,2.33333333333333
"1476",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"1477",3,3,3,1,0,0,0,0,0,1,3,1,2,3
"1478",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1479",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"1480",3,2,3,1,0,0,0,0,0,0,2,0,6,2.66666666666667
"1481",3,2,3,1,0,0,0,0,0,0,2,0,2,2.66666666666667
"1482",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1483",3,3,3,1,0,0,1,0,0,1,3,0,5,3
"1484",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"1485",3,2,3,1,0,0,0,0,0,0,2,0,10,2.66666666666667
"1486",2,2,3,1,0,0,0,0,0,1,2,1,4,2.33333333333333
"1487",2,2,3,1,0,0,0,0,0,0,3,0,2,2.33333333333333
"1488",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1489",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"1490",3,3,3,1,0,0,1,0,0,1,3,0,10,3
"1491",2,2,3,1,0,0,0,0,0,0,1,0,4,2.33333333333333
"1492",2,2,3,NA,0,0,0,0,0,0,2,0,8,2.33333333333333
"1493",3,3,3,1,1,1,1,0,0,2,3,0,6,3
"1494",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"1495",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"1496",3,3,3,1,0,0,1,0,1,3,3,1,0,3
"1497",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"1498",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"1499",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"1500",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"1501",3,2,3,NA,0,0,0,0,1,1,2,0,9,2.66666666666667
"1502",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1503",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"1504",2,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2.66666666666667
"1505",3,2,3,1,0,0,0,0,0,0,2,0,4,2.66666666666667
"1506",NA,1,NA,NA,-9,-9,-9,-9,-9,NA,1,NA,NA,NA
"1507",3,3,3,0,0,0,0,0,0,0,3,0,7,3
"1508",NA,NA,NA,1,1,0,0,0,1,2,NA,1,2,NA
"1509",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"1512",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"1513",2,1,1,1,0,0,0,0,0,0,2,0,NA,1.33333333333333
"1514",3,2,3,0,0,0,0,0,0,0,2,0,0,2.66666666666667
"1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516",2,1,1,1,0,0,0,0,0,0,2,0,NA,1.33333333333333
"1517",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"1518",1,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.66666666666667
"1519",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"1520",2,2,3,1,-9,-9,-9,-9,-9,NA,2,NA,5,2.33333333333333
"1521",2,2,3,1,0,0,0,0,0,1,2,1,NA,2.33333333333333
"1522",2,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.66666666666667
"1523",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"1524",3,3,3,1,-9,-9,-9,-9,-9,NA,3,NA,6,3
"1525",2,1,3,1,0,0,0,0,0,0,2,0,3,2
"1526",NA,2,NA,NA,-9,-9,-9,-9,-9,NA,2,NA,NA,NA
"1527",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"1528",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"1529",2,1,3,1,0,0,0,0,0,0,3,0,NA,2
"1530",2,2,3,0,0,0,0,0,0,0,2,0,5,2.33333333333333
"1531",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"1532",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"1533",2,1,3,0,-9,-9,-9,-9,-9,NA,2,NA,NA,2
"1534",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1535",3,3,3,1,-9,-9,-9,-9,-9,NA,3,NA,5,3
"1536",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"1537",2,2,3,0,0,0,0,0,0,0,2,0,7,2.33333333333333
"1538",2,2,3,0,0,0,0,0,0,0,3,0,5,2.33333333333333
"1539",NA,NA,NA,0,0,0,0,0,0,0,NA,0,6,NA
"1540",3,2,3,1,0,0,0,0,0,0,2,0,2,2.66666666666667
"1541",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"1542",2,3,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"1543",2,1,3,1,0,0,0,0,0,0,2,0,NA,2
"1544",3,2,3,0,0,0,0,0,0,0,3,0,5,2.66666666666667
"1545",2,1,3,1,0,0,0,0,0,0,2,0,5,2
"1546",3,3,3,1,1,1,0,0,0,1,3,0,4,3
"1547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1549",3,3,3,1,0,0,0,0,0,0,3,0,NA,3
"1550",3,3,3,1,0,0,0,0,0,0,2,0,10,3
"1551",1,1,1,1,0,0,0,0,0,0,1,0,NA,1
"1552",2,2,3,1,0,0,0,0,0,1,2,1,7,2.33333333333333
"1553",3,2,3,1,0,0,0,0,0,0,2,0,NA,2.66666666666667
"1554",3,2,3,0,0,0,0,0,0,0,2,0,NA,2.66666666666667
"1555",2,1,3,1,0,0,0,0,0,0,2,0,NA,2
"1556",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"1557",2,1,3,1,0,0,0,0,0,0,2,0,4,2
"1558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"1560",2,2,3,0,0,0,0,0,0,0,2,0,5,2.33333333333333
"1561",2,2,3,NA,0,0,0,0,0,0,2,0,5,2.33333333333333
"1562",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"1563",2,2,3,1,0,0,0,0,0,0,2,0,9,2.33333333333333
"1564",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"1565",NA,NA,NA,1,0,0,0,0,0,0,NA,0,5,NA
"1566",3,2,3,1,0,0,0,0,0,0,2,0,6,2.66666666666667
"1567",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1568",2,2,3,0,0,0,0,0,0,0,2,0,3,2.33333333333333
"1569",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"1570",2,2,3,0,0,0,0,0,0,0,2,0,6,2.33333333333333
"1571",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"1572",NA,NA,NA,1,0,0,0,0,0,0,NA,0,6,NA
"1573",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1574",2,2,3,1,-9,-9,-9,-9,-9,NA,3,NA,NA,2.33333333333333
"1575",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"1576",3,3,3,1,0,0,0,0,0,1,3,1,7,3
"1577",3,3,3,1,1,1,1,0,0,3,3,1,9,3
"1578",NA,NA,NA,1,0,0,0,0,0,1,NA,1,4,NA
"1579",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"1580",2,2,3,1,0,0,0,0,0,1,2,1,3,2.33333333333333
"1581",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"1582",NA,NA,NA,1,0,0,0,0,0,0,NA,0,10,NA
"1583",2,2,3,1,0,0,1,0,0,1,2,0,5,2.33333333333333
"1584",2,2,3,0,0,0,0,0,0,0,2,0,8,2.33333333333333
"1585",2,2,3,0,0,0,0,0,0,0,1,0,5,2.33333333333333
"1586",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"1587",1,2,1,1,0,0,0,0,0,0,1,0,5,1.33333333333333
"1588",NA,NA,NA,1,0,0,0,0,0,0,NA,0,7,NA
"1589",3,3,3,1,0,1,1,1,0,4,3,1,4,3
"1590",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"1591",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"1592",2,2,3,1,0,0,0,0,0,0,3,0,0,2.33333333333333
"1593",3,2,3,1,0,1,0,0,0,2,3,1,5,2.66666666666667
"1594",2,1,3,0,0,0,0,0,0,0,1,0,8,2
"1595",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"1596",1,1,3,NA,0,0,0,0,0,0,2,0,8,1.66666666666667
"1597",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"1598",2,2,3,0,0,0,0,0,0,0,3,0,NA,2.33333333333333
"1599",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"1600",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"1601",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"1602",3,2,3,1,0,0,0,0,0,0,2,0,3,2.66666666666667
"1603",2,2,3,0,0,0,0,0,0,0,2,0,5,2.33333333333333
"1604",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"1605",3,1,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1606",2,2,3,0,0,0,0,0,0,0,2,0,5,2.33333333333333
"1607",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1608",1,1,1,0,0,0,0,0,0,0,1,0,NA,1
"1609",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"1610",NA,2,NA,1,-9,-9,-9,-9,-9,NA,2,NA,NA,NA
"1611",2,2,3,1,0,0,0,0,0,0,1,0,8,2.33333333333333
"1612",2,3,3,1,0,0,0,0,0,1,2,1,NA,2.66666666666667
"1613",3,3,3,0,0,0,0,0,0,0,1,0,5,3
"1614",2,1,3,0,0,0,0,0,0,0,2,0,7,2
"1615",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"1616",NA,1,3,0,-9,-9,-9,-9,-9,NA,2,NA,7,NA
"1617",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"1618",NA,NA,NA,0,0,0,0,0,0,0,NA,0,3,NA
"1619",3,1,3,0,0,0,0,0,0,0,2,0,NA,2.33333333333333
"1620",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"1621",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"1622",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"1623",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"1624",2,2,3,0,0,0,1,0,0,1,3,0,5,2.33333333333333
"1625",1,1,1,1,0,0,0,0,0,0,1,0,4,1
"1626",3,3,3,NA,0,0,0,0,0,1,3,1,2,3
"1627",2,2,3,0,0,0,0,0,0,0,1,0,2,2.33333333333333
"1628",2,2,3,0,0,0,0,0,0,0,3,0,3,2.33333333333333
"1629",2,2,3,1,0,0,0,0,1,1,3,0,4,2.33333333333333
"1630",2,2,3,1,0,0,0,0,0,0,2,0,2,2.33333333333333
"1631",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"1632",3,3,3,1,0,0,0,0,0,1,3,1,1,3
"1633",3,2,3,1,0,0,0,0,0,0,2,0,8,2.66666666666667
"1634",1,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.66666666666667
"1635",3,3,3,1,0,0,1,1,0,2,3,0,7,3
"1636",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638",2,1,3,NA,0,0,0,0,0,0,1,0,7,2
"1639",1,1,3,1,0,0,0,0,0,0,1,0,6,1.66666666666667
"1640",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"1641",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"1642",3,2,3,1,0,0,0,0,0,0,2,0,2,2.66666666666667
"1643",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"1644",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"1645",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1646",2,2,3,NA,0,0,0,0,0,0,3,0,6,2.33333333333333
"1647",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"1648",3,2,3,1,0,0,0,0,0,0,3,0,2,2.66666666666667
"1649",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"1650",NA,NA,NA,1,0,0,0,0,0,0,NA,0,2,NA
"1651",2,2,3,1,0,0,0,0,0,0,1,0,6,2.33333333333333
"1652",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"1653",3,3,3,1,1,0,0,0,0,0,3,0,2,3
"1654",2,2,1,1,0,0,0,0,0,0,2,0,NA,1.66666666666667
"1655",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1656",2,3,3,1,0,0,0,0,0,0,3,0,2,2.66666666666667
"1657",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659",NA,NA,NA,1,0,0,0,0,0,0,NA,0,NA,NA
"1660",3,2,3,1,0,0,0,0,0,0,2,0,NA,2.66666666666667
"1661",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"1662",3,2,3,1,0,0,0,0,0,0,1,0,5,2.66666666666667
"1663",3,3,3,1,0,0,0,0,0,1,2,1,8,3
"1664",3,3,3,1,0,0,0,0,0,1,3,1,10,3
"1665",3,2,3,1,0,0,1,0,0,1,3,0,7,2.66666666666667
"1666",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"1667",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"1668",3,1,3,1,0,0,0,0,0,0,3,0,2,2.33333333333333
"1669",2,2,3,0,0,0,0,0,0,0,1,0,NA,2.33333333333333
"1670",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"1671",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"1672",3,2,3,1,0,0,0,0,0,0,2,0,2,2.66666666666667
"1673",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"1674",NA,NA,NA,1,0,0,0,0,0,0,NA,0,7,NA
"1675",3,2,3,1,0,0,0,0,0,0,2,0,4,2.66666666666667
"1676",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"1677",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"1678",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"1679",3,2,3,1,0,0,1,0,0,1,2,0,5,2.66666666666667
"1680",1,1,3,1,0,0,0,0,0,0,1,0,4,1.66666666666667
"1681",NA,NA,NA,0,0,0,0,0,0,0,NA,0,NA,NA
"1682",2,2,1,NA,0,0,0,0,0,0,2,0,5,1.66666666666667
"1683",2,2,3,1,0,0,0,0,0,1,3,1,5,2.33333333333333
"1684",2,1,1,1,0,0,0,0,0,0,2,0,7,1.33333333333333
"1685",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"1686",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"1687",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"1688",3,3,3,1,0,0,0,0,0,0,3,0,0,3
"1689",2,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1.66666666666667
"1690",2,2,3,1,0,0,0,0,0,1,3,1,2,2.33333333333333
"1691",3,3,3,1,0,1,1,1,0,4,3,1,7,3
"1692",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"1693",3,3,3,1,0,0,1,0,0,1,3,0,8,3
"1694",2,1,3,1,0,0,0,0,0,0,2,0,NA,2
"1695",2,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2
"1696",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"1697",3,1,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"1698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"1700",1,1,3,1,0,0,0,0,0,0,2,0,7,1.66666666666667
"1701",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"1702",3,3,3,1,0,0,0,0,0,1,3,1,2,3
"1703",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"1704",3,2,3,1,0,0,0,0,0,1,3,1,7,2.66666666666667
"1705",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1706",3,1,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"1707",3,3,3,1,0,0,0,0,0,0,3,0,9,3
"1708",3,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.66666666666667
"1709",3,3,3,1,-9,-9,-9,-9,-9,NA,3,NA,7,3
"1710",3,2,3,1,1,0,1,1,1,3,3,0,7,2.66666666666667
"1711",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"1712",1,1,1,0,0,0,0,0,0,0,1,0,5,1
"1713",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"1714",3,2,3,1,0,0,0,0,0,0,2,0,6,2.66666666666667
"1715",2,2,3,1,0,0,0,0,1,1,2,0,7,2.33333333333333
"1716",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"1717",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"1718",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"1719",3,3,3,1,0,0,0,0,0,1,3,1,8,3
"1720",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"1721",3,3,3,0,0,0,1,0,1,3,3,1,4,3
"1722",2,2,3,1,0,0,0,0,0,0,1,0,7,2.33333333333333
"1723",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"1724",3,3,3,1,0,0,0,0,0,1,3,1,5,3
"1725",1,1,3,NA,0,0,0,0,0,0,1,0,8,1.66666666666667
"1726",2,1,3,1,0,0,0,0,0,0,1,0,5,2
"1727",2,1,3,0,0,0,0,0,0,0,1,0,5,2
"1728",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"1729",3,3,3,0,0,0,0,0,0,0,2,0,4,3
"1730",2,2,3,1,0,0,0,0,0,0,3,0,3,2.33333333333333
"1731",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"1732",NA,1,1,0,-9,-9,-9,-9,-9,NA,1,NA,3,NA
"1733",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"1734",2,1,3,1,0,0,0,0,0,0,2,0,8,2
"1735",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"1736",2,2,3,1,0,0,0,0,0,0,3,0,3,2.33333333333333
"1737",2,1,3,0,0,0,0,0,0,0,1,0,5,2
"1738",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"1739",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"1740",3,2,3,0,0,0,0,0,0,0,2,0,5,2.66666666666667
"1741",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"1742",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"1743",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"1744",NA,NA,NA,1,0,0,0,0,0,0,NA,0,NA,NA
"1745",2,2,3,1,0,0,0,0,0,0,1,0,5,2.33333333333333
