"","CaseID","time","Vacc_Aff_2","Vacc_Aff_4","Vacc_Aff_7","Vacc_Cog_1","Vacc_Cog_2","Vacc_Cog_3","Vacc_Cog_4","Vacc_Cog_5","Vacc_Beh_2","Vacc_Beh_3","Vacc_Oth_5","Vacc_Oth_6","Vacc_Oth_7","Vacc_Oth_8","mean_attitude","mean_involvement"
"130",139,6,7,6,7,7,7,6,6,4,7,4,7,5,7,7,6.18181818181818,6.33333333333333
"131",141,6,2,1,1,1,1,1,2,1,1,1,1,3,4,5,1.18181818181818,4
"132",143,6,7,7,7,7,7,6,6,5,7,2,7,5,6,6,6.18181818181818,5.66666666666667
"133",145,6,7,6,4,6,6,4,5,4,6,5,6,5,6,6,5.36363636363636,5.66666666666667
"134",146,6,7,6,4,7,7,7,7,1,4,1,7,3,7,5,5.27272727272727,5
"135",148,6,6,6,3,6,7,6,6,5,6,4,6,5,6,6,5.54545454545455,5.66666666666667
"136",149,6,4,4,1,4,6,4,2,2,4,1,6,5,5,6,3.45454545454545,5.33333333333333
"137",150,6,5,5,1,5,5,5,4,5,1,1,7,1,4,1,4,2
"138",152,6,6,6,3,6,7,6,5,6,7,5,7,3,7,7,5.81818181818182,5.66666666666667
"139",153,6,6,6,5,6,7,6,5,5,6,3,7,5,6,5,5.63636363636364,5.33333333333333
"140",156,6,7,7,7,6,7,7,6,4,7,1,4,5,7,7,5.72727272727273,6.33333333333333
"141",160,6,5,5,5,5,6,6,4,4,6,5,6,5,5,5,5.18181818181818,5
"142",161,6,7,7,6,7,7,7,7,4,7,2,6,4,5,5,6.09090909090909,4.66666666666667
"143",162,6,4,4,5,6,7,5,3,4,5,3,6,2,7,6,4.72727272727273,5
"144",163,6,7,6,6,6,7,7,6,7,7,1,7,6,7,7,6.09090909090909,6.66666666666667
"145",164,6,6,4,1,5,6,6,6,4,2,2,6,3,4,6,4.36363636363636,4.33333333333333
"146",165,6,4,4,1,4,5,3,3,1,1,1,5,4,4,5,2.90909090909091,4.33333333333333
"147",167,6,7,7,6,7,6,5,5,4,6,4,6,4,6,5,5.72727272727273,5
"148",168,6,6,5,5,7,7,6,5,6,7,4,6,4,6,6,5.81818181818182,5.33333333333333
"149",169,6,7,7,7,6,7,6,4,7,7,5,7,3,4,3,6.36363636363636,3.33333333333333
"150",170,6,6,5,4,5,6,6,4,3,5,2,6,3,6,3,4.72727272727273,4
"151",171,6,2,2,1,2,7,2,7,1,1,1,2,1,1,2,2.54545454545455,1.33333333333333
"152",172,6,4,2,1,5,7,4,1,4,1,1,7,5,2,1,3.36363636363636,2.66666666666667
"153",175,6,3,3,1,5,3,4,2,1,1,1,4,4,5,5,2.54545454545455,4.66666666666667
"154",176,6,1,1,1,4,1,4,1,1,1,1,4,1,1,4,1.81818181818182,2
"155",178,6,6,6,6,6,7,6,5,5,6,4,6,4,4,4,5.72727272727273,4
"156",179,6,5,5,5,5,6,5,4,6,4,4,6,3,4,6,5,4.33333333333333
"157",180,6,6,6,4,6,7,6,5,4,4,4,6,6,6,7,5.27272727272727,6.33333333333333
"158",181,6,7,7,6,7,7,7,6,4,7,6,7,4,7,7,6.45454545454545,6
"159",185,6,7,7,7,6,7,6,6,6,6,1,7,4,7,5,6,5.33333333333333
"160",186,6,6,6,5,4,6,6,5,5,6,4,6,3,6,5,5.36363636363636,4.66666666666667
"161",187,6,7,7,5,7,7,6,6,5,7,3,6,4,7,7,6,6
"162",188,6,6,6,6,6,6,6,6,5,6,5,7,4,6,4,5.90909090909091,4.66666666666667
"163",189,6,7,7,7,7,7,7,1,7,7,6,7,5,7,5,6.36363636363636,5.66666666666667
"164",190,6,4,4,5,4,5,3,2,3,5,3,5,5,4,2,3.90909090909091,3.66666666666667
"165",191,6,6,6,5,6,6,6,5,4,6,4,5,5,6,5,5.36363636363636,5.33333333333333
"166",192,6,6,6,5,7,6,4,4,4,7,4,6,4,6,4,5.36363636363636,4.66666666666667
"167",193,6,7,7,7,7,7,7,6,4,7,4,7,4,7,6,6.36363636363636,5.66666666666667
"168",194,6,6,6,5,6,6,6,6,6,6,4,6,4,6,5,5.72727272727273,5
"169",195,6,4,4,5,4,7,4,5,6,7,5,7,4,5,6,5.27272727272727,5
"170",196,6,3,2,1,2,2,2,2,1,2,1,1,3,2,4,1.72727272727273,3
"171",197,6,4,2,1,3,4,4,2,1,3,1,6,4,4,5,2.81818181818182,4.33333333333333
"172",200,6,7,7,5,7,7,7,7,4,7,5,7,5,4,7,6.36363636363636,5.33333333333333
"173",201,6,7,4,3,7,7,6,1,4,5,1,6,3,6,4,4.63636363636364,4.33333333333333
"174",204,6,5,5,5,4,7,5,4,4,4,4,4,2,4,5,4.63636363636364,3.66666666666667
"175",205,6,5,5,4,5,6,5,4,5,4,3,6,2,6,3,4.72727272727273,3.66666666666667
"176",207,6,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4
"177",210,6,5,5,7,5,7,5,5,5,7,5,7,5,7,7,5.72727272727273,6.33333333333333
"178",211,6,1,1,1,2,2,1,1,1,1,1,2,3,2,4,1.27272727272727,3
"179",212,6,6,6,3,6,7,6,7,2,6,3,6,2,6,2,5.27272727272727,3.33333333333333
"180",213,6,6,6,6,6,6,6,5,5,6,4,6,5,6,6,5.63636363636364,5.66666666666667
"181",214,6,6,5,3,6,6,5,4,4,5,3,6,5,6,7,4.81818181818182,6
"182",215,6,6,6,7,6,7,5,6,5,7,6,7,6,6,7,6.18181818181818,6.33333333333333
"183",217,6,6,4,4,5,6,6,6,4,6,4,6,5,6,6,5.18181818181818,5.66666666666667
"184",218,6,4,4,1,5,5,5,2,2,3,2,4,3,4,3,3.36363636363636,3.33333333333333
"185",219,6,5,4,6,5,6,6,5,4,4,1,3,3,4,3,4.45454545454545,3.33333333333333
"186",220,6,7,7,1,7,6,7,7,4,4,1,7,6,7,6,5.27272727272727,6.33333333333333
"187",221,6,7,7,6,7,7,7,7,5,4,6,7,5,6,7,6.36363636363636,6
"188",222,6,7,7,7,5,7,7,7,7,7,7,7,5,7,7,6.81818181818182,6.33333333333333
"189",223,6,4,4,7,4,7,4,4,5,5,3,7,1,4,2,4.90909090909091,2.33333333333333
"190",224,6,6,6,5,6,7,6,6,4,7,6,7,5,6,6,6,5.66666666666667
"191",225,6,5,5,1,6,5,6,6,1,1,1,6,5,5,5,3.90909090909091,5
"192",227,6,6,6,6,6,7,6,6,5,7,4,5,4,6,6,5.81818181818182,5.33333333333333
"193",228,6,7,7,5,7,7,7,6,6,7,1,7,5,7,4,6.09090909090909,5.33333333333333
"194",229,6,7,7,5,6,7,5,5,4,7,2,7,5,7,6,5.63636363636364,6
"195",230,6,6,7,1,6,7,6,6,7,7,1,7,5,6,7,5.54545454545455,6
"196",232,6,1,1,1,4,4,1,1,1,1,1,4,4,4,2,1.81818181818182,3.33333333333333
"197",234,6,7,7,7,7,7,7,7,7,7,4,7,5,5,5,6.72727272727273,5
"198",235,6,7,7,4,7,7,7,6,5,6,3,7,5,6,6,6,5.66666666666667
"199",236,6,7,7,7,7,7,7,5,7,1,7,7,1,7,7,6.27272727272727,5
"200",237,6,6,7,4,6,7,6,7,4,5,4,6,5,5,6,5.63636363636364,5.33333333333333
"201",239,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6.66666666666667
"202",240,6,6,6,6,7,7,6,4,6,6,3,5,7,5,7,5.63636363636364,6.33333333333333
"203",242,6,6,6,2,5,7,6,5,7,7,3,7,4,6,5,5.54545454545455,5
"204",243,6,6,6,5,6,7,6,7,6,6,6,7,6,7,7,6.18181818181818,6.66666666666667
"205",244,6,6,6,4,6,7,6,6,5,2,4,6,5,4,4,5.27272727272727,4.33333333333333
"206",247,6,5,4,4,5,7,5,5,4,6,4,7,5,7,5,5.09090909090909,5.66666666666667
"207",248,6,7,7,7,7,7,7,7,7,7,7,7,5,7,6,7,6
"208",249,6,6,6,5,6,7,6,5,6,2,3,6,4,5,5,5.27272727272727,4.66666666666667
"209",250,6,6,5,4,4,5,4,3,4,4,5,5,3,4,3,4.45454545454545,3.33333333333333
"210",252,6,7,6,7,6,7,7,7,7,7,4,7,6,7,7,6.54545454545455,6.66666666666667
"211",253,6,6,5,1,6,7,5,2,2,2,3,4,4,7,7,3.90909090909091,6
"212",254,6,5,3,7,7,7,5,5,7,7,4,7,5,7,7,5.81818181818182,6.33333333333333
"213",256,6,4,4,1,4,4,4,3,2,1,1,5,4,5,6,3,5
"214",258,6,6,6,4,6,7,6,6,5,5,2,7,6,6,6,5.45454545454545,6
"215",260,6,6,6,7,5,7,6,4,7,7,6,7,5,7,5,6.18181818181818,5.66666666666667
"216",261,6,6,6,2,5,6,6,5,5,6,2,6,3,6,6,5,5
"217",262,6,7,6,4,6,7,6,4,5,7,4,7,4,4,5,5.72727272727273,4.33333333333333
"218",264,6,7,7,6,6,7,6,6,7,7,5,7,4,6,5,6.45454545454545,5
"219",266,6,6,6,6,6,7,6,4,7,6,7,6,5,7,6,6.09090909090909,6
"220",268,6,4,4,1,4,7,4,4,4,1,4,6,4,7,7,3.90909090909091,6
"221",269,6,1,1,1,1,1,1,1,1,1,1,1,7,1,5,1,4.33333333333333
"222",270,6,5,5,3,6,6,5,6,3,6,2,6,6,6,6,4.81818181818182,6
"223",271,6,7,7,7,7,7,7,7,7,7,6,7,4,7,7,6.90909090909091,6
"224",272,6,4,4,4,5,7,5,4,5,6,4,6,6,6,6,4.90909090909091,6
"225",274,6,6,6,3,6,7,6,5,4,5,5,6,4,6,6,5.36363636363636,5.33333333333333
"226",275,6,7,7,7,7,7,7,7,7,6,5,7,5,6,6,6.72727272727273,5.66666666666667
"227",277,6,4,2,5,4,7,4,3,7,6,4,5,6,6,7,4.63636363636364,6.33333333333333
"228",280,6,6,6,5,6,7,6,6,5,6,4,6,5,7,6,5.72727272727273,6
"229",282,6,6,6,5,6,7,6,5,5,2,1,6,4,6,4,5,4.66666666666667
"230",283,6,4,1,1,4,4,4,1,1,1,1,5,3,7,5,2.45454545454545,5
"231",284,6,7,6,4,6,7,6,6,6,4,5,7,4,5,3,5.81818181818182,4
"232",285,6,7,7,7,7,7,7,7,7,7,4,7,6,7,7,6.72727272727273,6.66666666666667
"233",286,6,2,1,1,2,4,2,1,1,1,1,1,4,4,4,1.54545454545455,4
"234",287,6,6,5,4,5,7,4,5,6,7,4,4,3,7,5,5.18181818181818,5
"235",288,6,2,2,1,3,5,5,2,1,1,1,3,4,3,5,2.36363636363636,4
"236",289,6,1,1,1,3,5,1,1,4,1,3,2,6,4,7,2.09090909090909,5.66666666666667
"237",290,6,6,6,6,5,7,5,3,6,6,6,6,4,6,6,5.63636363636364,5.33333333333333
"238",291,6,7,7,1,7,7,7,7,7,7,2,4,4,7,7,5.72727272727273,6
"239",292,6,3,3,7,3,7,3,1,7,7,7,7,1,7,7,5,5
"240",293,6,6,6,4,6,7,7,6,4,5,3,6,4,6,5,5.45454545454545,5
"241",295,6,5,4,4,5,5,4,1,5,4,5,5,3,4,4,4.27272727272727,3.66666666666667
"242",296,6,7,6,6,6,7,6,7,7,6,5,7,5,6,5,6.36363636363636,5.33333333333333
"243",297,6,6,7,5,6,7,6,5,4,7,2,7,4,7,5,5.63636363636364,5.33333333333333
"244",298,6,5,5,4,6,6,5,3,4,5,2,4,2,4,2,4.45454545454545,2.66666666666667
"245",301,6,6,6,5,6,7,4,1,5,4,3,7,2,7,7,4.90909090909091,5.33333333333333
"246",303,6,5,3,2,5,5,4,4,1,4,1,7,4,5,5,3.72727272727273,4.66666666666667
"247",304,6,5,4,4,5,6,4,2,4,4,4,5,5,6,6,4.27272727272727,5.66666666666667
"248",305,6,5,4,4,5,6,4,3,4,3,3,6,3,5,4,4.27272727272727,4
"249",307,6,7,7,7,7,7,7,7,4,7,5,7,5,6,7,6.54545454545455,6
"250",308,6,4,3,3,4,4,3,2,3,2,2,4,4,5,6,3.09090909090909,5
"251",309,6,7,7,6,6,7,6,6,6,7,6,7,5,7,6,6.45454545454545,6
"252",310,6,5,5,4,6,7,4,4,5,5,5,5,4,4,5,5,4.33333333333333
"253",311,6,7,7,7,6,7,6,6,6,7,7,7,6,7,7,6.63636363636364,6.66666666666667
"254",312,6,5,4,3,6,6,5,3,6,5,1,5,3,4,4,4.45454545454545,3.66666666666667
"255",313,6,5,5,1,5,7,6,4,2,1,1,7,6,7,7,4,6.66666666666667
"256",314,6,7,6,6,5,7,6,6,4,7,4,7,2,6,5,5.90909090909091,4.33333333333333
"257",315,6,6,6,7,6,7,6,6,7,7,7,6,2,6,7,6.45454545454545,5
"258",317,6,3,3,3,4,4,3,3,3,3,3,4,4,4,4,3.27272727272727,4
"259",318,6,7,7,7,6,7,6,5,2,7,6,7,6,7,7,6.09090909090909,6.66666666666667
"260",320,6,7,7,4,7,7,6,6,3,7,1,7,4,7,7,5.63636363636364,6
"261",322,6,5,5,2,4,7,4,2,4,4,4,4,2,7,5,4.09090909090909,4.66666666666667
"262",323,6,7,7,2,7,7,6,6,1,1,1,5,5,7,7,4.54545454545455,6.33333333333333
"263",324,6,5,4,1,4,5,4,4,1,4,1,4,5,4,6,3.36363636363636,5
"264",325,6,7,7,7,6,7,5,5,4,5,6,7,6,7,7,6,6.66666666666667
"265",327,6,6,6,5,6,6,7,6,4,7,1,7,5,7,6,5.54545454545455,6
"266",328,6,5,4,4,6,6,4,1,3,5,1,7,5,6,5,4.18181818181818,5.33333333333333
"267",329,6,3,4,7,7,7,6,4,7,7,5,7,3,6,3,5.81818181818182,4
"268",330,6,1,1,1,2,4,2,1,1,4,1,4,5,4,5,2,4.66666666666667
"269",331,6,1,1,1,1,1,3,1,1,1,1,1,3,5,4,1.18181818181818,4
"270",332,6,6,6,5,6,7,6,5,4,6,4,6,5,6,6,5.54545454545455,5.66666666666667
"271",333,6,6,6,5,6,7,4,4,4,4,1,7,6,5,7,4.90909090909091,6
"272",335,6,5,4,5,4,5,5,4,2,3,2,5,2,3,2,4,2.33333333333333
"273",336,6,7,7,7,7,7,7,6,6,7,2,7,5,7,7,6.36363636363636,6.33333333333333
"274",337,6,5,5,1,4,4,4,4,6,5,3,4,3,3,6,4.09090909090909,4
"275",339,6,7,6,7,6,7,6,6,6,7,6,7,5,7,7,6.45454545454545,6.33333333333333
"276",2251,6,6,6,7,6,7,6,6,7,6,5,7,5,6,6,6.27272727272727,5.66666666666667
"277",342,6,5,5,4,5,5,4,4,1,5,2,6,2,4,5,4.18181818181818,3.66666666666667
"278",343,6,2,1,1,2,2,2,2,1,1,1,2,5,5,6,1.54545454545455,5.33333333333333
"279",344,6,4,3,2,4,4,3,3,1,1,1,3,5,4,2,2.63636363636364,3.66666666666667
"280",345,6,4,4,1,4,4,4,4,1,1,2,4,4,4,5,3,4.33333333333333
"281",346,6,3,3,1,4,4,3,3,1,1,1,3,5,6,5,2.45454545454545,5.33333333333333
"282",347,6,2,1,1,2,1,1,1,1,1,1,1,4,3,2,1.18181818181818,3
"283",348,6,5,4,4,4,5,4,4,4,4,4,6,5,6,6,4.36363636363636,5.66666666666667
